complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
20250,4,4,57116,8529,20980,48547566,1
20250,4,4,57116,8529,20980,48547566,2
20250,4,4,57116,8529,20980,48547566,3
20250,4,4,57116,8529,20980,48547566,4
20250,4,4,57116,8529,20980,48547566,5
20250,4,4,57116,8529,20980,48547566,6
20250,4,4,57116,8529,20980,48547566,7
20250,4,4,57116,8529,20980,48547566,8
20250,4,4,57116,8529,20980,48547566,9
20250,4,4,57116,8529,20980,48547566,10
20250,4,4,57116,8529,20980,48547566,11
20250,4,4,57116,8529,20980,48547566,12
20250,4,4,57116,8529,20980,48547566,13
20250,4,4,57116,8529,20980,48547566,14
20250,4,4,57116,8529,20980,48547566,15
20250,4,4,57116,8529,20980,48547566,16
20250,4,4,57116,8529,20980,48547566,17
20250,4,4,57116,8529,20980,48547566,18
20250,4,4,57116,8529,20980,48547566,19
20250,4,4,57116,8529,20980,48547566,20
20250,4,4,57116,8529,20980,48547566,21
20250,4,4,57116,8529,20980,48547566,22
20250,4,4,57116,8529,20980,48547566,23
20250,4,4,57116,8529,20980,48547566,24
20250,4,4,57116,8529,20980,48547566,25
20250,4,4,57116,8529,20980,48547566,26
20250,4,4,57116,8529,20980,48547566,27
20250,4,4,57116,8529,20980,48547566,28
20250,4,4,57116,8529,20980,48547566,29
20250,4,4,57116,8529,20980,48547566,30
20250,4,4,57116,8529,20980,48547566,31
20250,4,4,57116,8529,20980,48547566,32
20250,4,4,57116,8529,20980,48547566,33
20250,4,4,57116,8529,20980,48547566,34
20250,4,4,57116,8529,20980,48547566,35
20250,4,4,57116,8529,20980,48547566,36
20250,4,4,57116,8529,20980,48547566,37
20250,4,4,57116,8529,20980,48547566,38
20250,4,4,57116,8529,20980,48547566,39
20250,4,4,57116,8529,20980,48547566,40
20500,2,2,42072,6319,29603,18271305,1
20500,2,2,42072,6319,29603,18271305,2
20500,2,2,42072,6319,29603,18271305,3
20500,2,2,42072,6319,29603,18271305,4
20500,2,2,42072,6319,29603,18271305,5
20500,2,2,42072,6319,29603,18271305,6
20500,2,2,42072,6319,29603,18271305,7
20500,2,2,42072,6319,29603,18271305,8
20500,2,2,42072,6319,29603,18271305,9
20500,2,2,42072,6319,29603,18271305,10
20500,2,2,42072,6319,29603,18271305,11
20500,2,2,42072,6319,29603,18271305,12
20500,2,2,42072,6319,29603,18271305,13
20500,2,2,42072,6319,29603,18271305,14
20500,2,2,42072,6319,29603,18271305,15
20500,2,2,42072,6319,29603,18271305,16
20500,2,2,42072,6319,29603,18271305,17
20500,2,2,42072,6319,29603,18271305,18
20500,2,2,42072,6319,29603,18271305,19
20500,2,2,42072,6319,29603,18271305,20
20500,2,2,42072,6319,29603,18271305,21
20500,2,2,42072,6319,29603,18271305,22
20500,2,2,42072,6319,29603,18271305,23
20500,2,2,42072,6319,29603,18271305,24
20500,2,2,42072,6319,29603,18271305,25
20500,2,2,42072,6319,29603,18271305,26
20500,2,2,42072,6319,29603,18271305,27
20500,2,2,42072,6319,29603,18271305,28
20500,2,2,42072,6319,29603,18271305,29
20500,2,2,42072,6319,29603,18271305,30
20500,2,2,42072,6319,29603,18271305,31
20500,2,2,42072,6319,29603,18271305,32
20500,2,2,42072,6319,29603,18271305,33
20500,2,2,42072,6319,29603,18271305,34
20500,2,2,42072,6319,29603,18271305,35
20500,2,2,42072,6319,29603,18271305,36
20500,2,2,42072,6319,29603,18271305,37
20500,2,2,42072,6319,29603,18271305,38
20500,2,2,42072,6319,29603,18271305,39
20500,2,2,42072,6319,29603,18271305,40
