complTime,nM,nR,Mavg,Ravg,SHavg,dataSize,nCores
50250,4,4,13577,1419,2879,48547566,1
50250,4,4,13577,1419,2879,48547566,2
50250,4,4,13577,1419,2879,48547566,3
50250,4,4,13577,1419,2879,48547566,4
50250,4,4,13577,1419,2879,48547566,5
50250,4,4,13577,1419,2879,48547566,6
50250,4,4,13577,1419,2879,48547566,7
50250,4,4,13577,1419,2879,48547566,8
50250,4,4,13577,1419,2879,48547566,9
50250,4,4,13577,1419,2879,48547566,10
50250,4,4,13577,1419,2879,48547566,11
50250,4,4,13577,1419,2879,48547566,12
50250,4,4,13577,1419,2879,48547566,13
50250,4,4,13577,1419,2879,48547566,14
50250,4,4,13577,1419,2879,48547566,15
50250,4,4,13577,1419,2879,48547566,16
50250,4,4,13577,1419,2879,48547566,17
50250,4,4,13577,1419,2879,48547566,18
50250,4,4,13577,1419,2879,48547566,19
50250,4,4,13577,1419,2879,48547566,20
50250,4,4,13577,1419,2879,48547566,21
50250,4,4,13577,1419,2879,48547566,22
50250,4,4,13577,1419,2879,48547566,23
50250,4,4,13577,1419,2879,48547566,24
50250,4,4,13577,1419,2879,48547566,25
50250,4,4,13577,1419,2879,48547566,26
50250,4,4,13577,1419,2879,48547566,27
50250,4,4,13577,1419,2879,48547566,28
50250,4,4,13577,1419,2879,48547566,29
50250,4,4,13577,1419,2879,48547566,30
50250,4,4,13577,1419,2879,48547566,31
50250,4,4,13577,1419,2879,48547566,32
50250,4,4,13577,1419,2879,48547566,33
50250,4,4,13577,1419,2879,48547566,34
50250,4,4,13577,1419,2879,48547566,35
50250,4,4,13577,1419,2879,48547566,36
50250,4,4,13577,1419,2879,48547566,37
50250,4,4,13577,1419,2879,48547566,38
50250,4,4,13577,1419,2879,48547566,39
50250,4,4,13577,1419,2879,48547566,40
50500,2,2,11417,1576,3685,18271305,1
50500,2,2,11417,1576,3685,18271305,2
50500,2,2,11417,1576,3685,18271305,3
50500,2,2,11417,1576,3685,18271305,4
50500,2,2,11417,1576,3685,18271305,5
50500,2,2,11417,1576,3685,18271305,6
50500,2,2,11417,1576,3685,18271305,7
50500,2,2,11417,1576,3685,18271305,8
50500,2,2,11417,1576,3685,18271305,9
50500,2,2,11417,1576,3685,18271305,10
50500,2,2,11417,1576,3685,18271305,11
50500,2,2,11417,1576,3685,18271305,12
50500,2,2,11417,1576,3685,18271305,13
50500,2,2,11417,1576,3685,18271305,14
50500,2,2,11417,1576,3685,18271305,15
50500,2,2,11417,1576,3685,18271305,16
50500,2,2,11417,1576,3685,18271305,17
50500,2,2,11417,1576,3685,18271305,18
50500,2,2,11417,1576,3685,18271305,19
50500,2,2,11417,1576,3685,18271305,20
50500,2,2,11417,1576,3685,18271305,21
50500,2,2,11417,1576,3685,18271305,22
50500,2,2,11417,1576,3685,18271305,23
50500,2,2,11417,1576,3685,18271305,24
50500,2,2,11417,1576,3685,18271305,25
50500,2,2,11417,1576,3685,18271305,26
50500,2,2,11417,1576,3685,18271305,27
50500,2,2,11417,1576,3685,18271305,28
50500,2,2,11417,1576,3685,18271305,29
50500,2,2,11417,1576,3685,18271305,30
50500,2,2,11417,1576,3685,18271305,31
50500,2,2,11417,1576,3685,18271305,32
50500,2,2,11417,1576,3685,18271305,33
50500,2,2,11417,1576,3685,18271305,34
50500,2,2,11417,1576,3685,18271305,35
50500,2,2,11417,1576,3685,18271305,36
50500,2,2,11417,1576,3685,18271305,37
50500,2,2,11417,1576,3685,18271305,38
50500,2,2,11417,1576,3685,18271305,39
50500,2,2,11417,1576,3685,18271305,40
